0.028647,0.0074453,0.036456,0.0072388,0.026089,0.028772,0.0075732,0.036457,0.0073589,0.026714
0.0074453,0.0036668,0.008092,0.0035435,0.005776,0.0074851,0.0037078,0.0080924,0.0035802,0.0058707
0.036456,0.008092,0.2281,0.0068865,0.093402,0.036647,0.0082934,0.2281,0.0070829,0.096459
0.0072388,0.0035435,0.0068865,0.0034967,0.0057467,0.0072687,0.0035743,0.0068868,0.0035241,0.0058316
0.026089,0.005776,0.093402,0.0057467,0.071388,0.026094,0.0057802,0.093402,0.0057493,0.072702
0.028772,0.0074851,0.036647,0.0072687,0.026094,0.028901,0.0076166,0.036648,0.0073921,0.026723
0.0075732,0.0037078,0.0082934,0.0035743,0.0057802,0.0076166,0.0037525,0.0082939,0.0036142,0.0058789
0.036457,0.0080924,0.2281,0.0068868,0.093402,0.036648,0.0082939,0.2281,0.0070832,0.09646
0.0073589,0.0035802,0.0070829,0.0035241,0.0057493,0.0073921,0.0036142,0.0070832,0.0035545,0.005838
0.026714,0.0058707,0.096459,0.0058316,0.072702,0.026723,0.0058789,0.09646,0.005838,0.074076
