0.87677,0.29602,0.32827,0.78324,0.69981,0.034805,0.08173,0.6002,0.35658,0.45845,0.28502,0.76987,0.86733,0.33491,0.1036,0.48635,0.78249,0.73858,0.21852,0.83071,0.44128,0.71654,0.0068261,0.3192,0.95482
0.92691,0.98919,0.062873,0.83032,0.84909,0.25633,0.59439,0.494,0.8786,0.34938,0.9433,0.65355,0.34368,0.5291,0.51538,0.56373,0.9768,0.029747,0.26375,0.055426,0.1744,0.3304,0.66138,0.55826,0.80615
0.76535,0.45564,0.9398,0.63893,0.26533,0.61547,0.054375,0.58842,0.33028,0.26231,0.43124,0.37154,0.55972,0.46099,0.44344,0.27622,0.37828,0.67928,0.9771,0.38469,0.56509,0.66571,0.96712,0.51849,0.45675
0.24129,0.64509,0.61999,0.522,0.19698,0.98055,0.45546,0.083556,0.39367,0.13727,0.33384,0.90105,0.6806,0.61859,0.61853,0.86395,0.13116,0.85174,0.4041,0.106,0.9281,0.17276,0.45646,0.96476,0.14885
0.998,0.95635,0.12413,0.59541,0.12175,0.17907,0.84573,0.33544,0.61656,0.77444,0.23435,0.81627,0.78104,0.67747,0.86259,0.60362,0.11218,0.19234,0.60895,0.94886,0.95011,0.50417,0.24803,0.47282,0.32205
0.31767,0.66053,0.25882,0.31364,0.50664,0.96623,0.19483,0.89533,0.78748,0.81089,0.6573,0.50597,0.50494,0.20798,0.7972,0.63086,0.98067,0.038861,0.38279,0.76292,0.2852,0.10191,0.13711,0.082447,0.1853
0.53912,0.68625,0.57814,0.85829,0.0077745,0.68814,0.049968,0.046607,0.39716,0.20363,0.81435,0.26319,0.83872,0.51686,0.29764,0.15633,0.096636,0.18963,0.075567,0.52533,0.22569,0.52859,0.55714,0.28446,0.44312
0.98488,0.46165,0.98778,0.24748,0.23012,0.32173,0.77107,0.26283,0.17871,0.88957,0.37543,0.50983,0.80497,0.96189,0.25206,0.27424,0.60228,0.50999,0.58014,0.75017,0.54264,0.11365,0.32074,0.16974,0.50745
0.23127,0.63581,0.88872,0.59277,0.02769,0.12776,0.30787,0.69884,0.98485,0.35037,0.9517,0.33499,0.88605,0.84188,0.013639,0.93657,0.82814,0.71444,0.63826,0.461,0.29129,0.26746,0.86567,0.59286,0.24009
0.33248,0.058481,0.7579,0.29308,0.24459,0.72666,0.73546,0.32139,0.77421,0.076665,0.66842,0.097198,0.19061,0.22304,0.28434,0.54806,0.056023,0.57874,0.95639,0.0082146,0.81609,0.89568,0.71703,0.13548,0.76372
