0.17065,0.74341,0.30367,0.73523,0.27658,0.016397,0.58545,0.86786,0.24785,0.77064,0.10085,0.37456,0.88592,0.23399,0.78648
0.12645,0.17081,0.85323,0.75939,0.015973,0.16523,0.74918,0.17192,0.77029,0.00099432,0.87581,0.98673,0.17459,0.40517,0.35853
0.91505,0.76634,0.57083,0.062837,0.97303,0.25623,0.65059,0.70107,0.51564,0.049765,0.72951,0.4333,0.07395,0.70418,0.45243
0.72302,0.68015,0.35056,0.79694,0.11428,0.47441,0.97156,0.55072,0.94674,0.81599,0.44296,0.81543,0.26928,0.29517,0.38499
0.66493,0.21857,0.52058,0.095009,0.22873,0.38214,0.97776,0.93353,0.48012,0.13524,0.20702,0.06426,0.2127,0.882,0.89711
0.83099,0.53502,0.31595,0.029975,0.11146,0.034929,0.70119,0.59004,0.33467,0.32004,0.15538,0.42776,0.32867,0.063538,0.94188
0.61178,0.613,0.49166,0.90161,0.97349,0.99492,0.12161,0.94002,0.74461,0.205,0.72922,0.019945,0.66082,0.62368,0.22106
0.28582,0.86239,0.4441,0.73867,0.15378,0.10897,0.81523,0.87763,0.61386,0.17765,0.29843,0.38152,0.48016,0.59666,0.78033
0.049035,0.027797,0.79141,0.09622,0.6949,0.82878,0.73309,0.37144,0.62009,0.18318,0.56497,0.41397,0.21162,0.79045,0.45317
0.86303,0.56577,0.54685,0.58628,0.12285,0.93994,0.93187,0.44491,0.61089,0.95771,0.55541,0.55982,0.83113,0.59951,0.52162
0.060943,0.09183,0.41456,0.37512,0.71803,0.83452,0.097548,0.22509,0.69951,0.56023,0.71268,0.88342,0.22091,0.84734,0.94893
0.48748,0.34431,0.22984,0.77522,0.90796,0.1638,0.76344,0.49305,0.61408,0.77368,0.98687,0.48655,0.72329,0.15852,0.17015
0.63397,0.76641,0.21381,0.82934,0.73862,0.18816,0.38226,0.82556,0.74309,0.84574,0.48461,0.76406,0.66151,0.95256,0.68772
0.71836,0.55693,0.80604,0.8531,0.23214,0.35793,0.491,0.16358,0.6592,0.47769,0.74633,0.67084,0.22599,0.66394,0.35997
0.35221,0.14686,0.94214,0.46539,0.21634,0.67417,0.56171,0.91154,0.96248,0.024397,0.53308,0.80869,0.74184,0.8771,0.078392
0.71324,0.88356,0.25004,0.43622,0.71654,0.93,0.11424,0.8543,0.5057,0.32485,0.99112,0.99238,0.89222,0.11757,0.2963
0.53034,0.068198,0.84099,0.62449,0.78757,0.15462,0.090775,0.084178,0.16087,0.2098,0.12273,0.82961,0.72155,0.75753,0.75284
0.18867,0.33134,0.015769,0.91145,0.40685,0.93393,0.54769,0.93973,0.41533,0.86665,0.95161,0.20735,0.41103,0.4935,0.78481
0.12019,0.026604,0.13795,0.77098,0.80957,0.81377,0.095003,0.9574,0.41111,0.36953,0.13236,0.87521,0.71555,0.22891,0.71323
0.64504,0.28064,0.84646,0.8717,0.061316,0.17124,0.1476,0.94643,0.13222,0.32355,0.12095,0.13254,0.94158,0.50999,0.098723
0.13351,0.20662,0.31369,0.16404,0.18243,0.57556,0.89559,0.3246,0.30371,0.54837,0.9137,0.38705,0.93541,0.14532,0.42306
0.78247,0.7711,0.55065,0.89044,0.27515,0.067773,0.26138,0.2001,0.6748,0.21032,0.94839,0.13553,0.56664,0.084089,0.91445
0.18749,0.093583,0.80424,0.41037,0.95378,0.9729,0.85191,0.34435,0.10034,0.10339,0.6644,0.97152,0.035342,0.50128,0.42348
0.55052,0.21565,0.018622,0.64123,0.15947,0.23326,0.03794,0.78136,0.90818,0.27244,0.56072,0.076893,0.060221,0.97009,0.12029
0.62414,0.087544,0.31512,0.11776,0.35901,0.88757,0.53293,0.86536,0.879,0.38858,0.15723,0.77269,0.18849,0.13223,0.27334
0.69542,0.78471,0.43834,0.84734,0.33144,0.65055,0.72597,0.95861,0.11443,0.70522,0.69664,0.77255,0.37614,0.96815,0.66421
0.86153,0.59105,0.005362,0.91165,0.82191,0.39984,0.0065069,0.23822,0.68739,0.42955,0.41224,0.31508,0.56867,0.79916,0.83495
0.55069,0.32074,0.45093,0.15655,0.15473,0.41535,0.78243,0.82075,0.45289,0.59388,0.58416,0.40887,0.66903,0.9785,0.36688
0.92111,0.62691,0.5569,0.1542,0.53013,0.15219,0.41417,0.75746,0.84374,0.31194,0.98853,0.55258,0.90499,0.91625,0.94214
0.066643,0.90335,0.24423,0.7274,0.38319,0.024986,0.18979,0.34772,0.19293,0.72771,0.017587,0.43497,0.77943,0.52912,0.15646
0.96329,0.25889,0.58182,0.5421,0.94103,0.082195,0.66888,0.48036,0.66908,0.34432,0.6218,0.11792,0.88611,0.97167,0.81615
0.86486,0.39228,0.62543,0.12815,0.95157,0.15621,0.93722,0.96448,0.53749,0.97365,0.1406,0.7647,0.65405,0.2643,0.6995
0.048364,0.1967,0.37042,0.83399,0.99432,0.97629,0.2995,0.082551,0.48968,0.41291,0.80364,0.66183,0.12631,0.50832,0.64395
0.65933,0.8196,0.094722,0.53062,0.37714,0.16761,0.91107,0.67149,0.30292,0.47959,0.0815,0.85949,0.0016063,0.48643,0.57096
0.90341,0.056821,0.74224,0.80205,0.38103,0.7278,0.3697,0.39574,0.94652,0.64207,0.32986,0.93447,0.17394,0.49672,0.0012502
0.20248,0.45387,0.70172,0.08274,0.66939,0.22062,0.53263,0.39269,0.075353,0.77164,0.25692,0.46983,0.63386,0.32243,0.84903
0.12902,0.24761,0.3609,0.22464,0.12591,0.25629,0.615,0.98766,0.33814,0.25965,0.073971,0.82389,0.81804,0.69464,0.7534
0.62396,0.37158,0.76297,0.8524,0.41663,0.4978,0.42758,0.51845,0.51721,0.18236,0.27237,0.089338,0.4491,0.27679,0.10846
0.024083,0.15808,0.71078,0.62526,0.12634,0.0032342,0.12928,0.65758,0.999,0.97804,0.50995,0.29963,0.80893,0.46421,0.89081
0.33564,0.58892,0.59895,0.7088,0.5086,0.043035,0.65303,0.12239,0.16122,0.79959,0.39825,0.079201,0.028704,0.69057,0.35708
0.91306,0.55594,0.31914,0.11456,0.90563,0.58452,0.76981,0.62662,0.17126,0.32608,0.0045609,0.34916,0.035029,0.20116,0.15059
0.087178,0.14386,0.5616,0.92393,0.70042,0.87939,0.52419,0.10718,0.15869,0.33302,0.12884,0.80923,0.38349,0.53863,0.79038
0.55248,0.97944,0.21587,0.78814,0.53224,0.20619,0.6179,0.037169,0.27729,0.20635,0.91843,0.70024,0.30674,0.38469,0.5336
0.85896,0.73711,0.15755,0.66264,0.61997,0.9654,0.31871,0.55369,0.73073,0.68097,0.27478,0.97551,0.31973,0.79603,0.3069
0.41166,0.10697,0.52753,0.086889,0.11746,0.51903,0.59351,0.16643,0.66489,0.19659,0.75194,0.92566,0.23053,0.16187,0.41452
0.41006,0.091773,0.30927,0.81962,0.13514,0.65622,0.87281,0.78893,0.16025,0.27729,0.9785,0.093932,0.88607,0.66596,0.73228
0.65822,0.52736,0.6075,0.9955,0.41602,0.19757,0.91737,0.13587,0.028599,0.63594,0.57335,0.13519,0.48729,0.31694,0.37891
0.32451,0.32304,0.48127,0.16289,0.71104,0.091936,0.2941,0.78231,0.92746,0.10198,0.47944,0.058124,0.041079,0.33583,0.33194
0.15127,0.47981,0.56584,0.9133,0.71057,0.45033,0.58865,0.419,0.74447,0.080684,0.11882,0.61336,0.71193,0.49621,0.16485
0.4431,0.10522,0.14126,0.60731,0.60941,0.29924,0.41396,0.31582,0.60296,0.74271,0.55047,0.83025,0.64361,0.61336,0.37629
0.97646,0.97611,0.4695,0.22275,0.75956,0.54078,0.56842,0.39194,0.35963,0.33494,0.69986,0.59438,0.95407,0.29539,0.58935
0.83901,0.76766,0.4071,0.69158,0.58446,0.62113,0.76243,0.90029,0.62323,0.61625,0.70742,0.35959,0.66181,0.047195,0.34362
0.26948,0.88727,0.44653,0.70301,0.39183,0.29427,0.59641,0.6639,0.40386,0.47518,0.24196,0.97224,0.28161,0.80078,0.27256
0.2712,0.672,0.69394,0.94956,0.99392,0.33009,0.4098,0.81055,0.64857,0.74941,0.49127,0.26303,0.77893,0.19967,0.25068
0.53097,0.82183,0.24585,0.042249,0.60634,4.9394e-05,0.91257,0.86564,0.56098,0.62671,0.55333,0.97267,0.073929,0.43797,0.8567
0.69326,0.21902,0.23289,0.11516,0.92701,0.086617,0.16318,0.90143,0.19537,0.30056,0.44069,0.55061,0.28966,0.38385,0.53273
0.41995,0.80896,0.12662,0.64102,0.87634,0.9553,0.14919,0.94149,0.082516,0.92999,0.6683,0.44533,0.33132,0.53992,0.65441
0.60473,0.25797,0.55106,0.77752,0.088238,0.18661,0.6057,0.65072,0.7277,0.48986,0.9341,0.89844,0.20354,0.39471,0.26387
