0.79588,0.015689,-0.013591,-0.020534,0.014685,0.0030294,-0.01101,0.017339,-0.011291,0.0025511,-0.016119,-0.012399,0.022536,0.018797,0.015523,0.0067954,0.01002,0.029001,-0.0066758,-0.012719,-0.0088391,0.027115,0.014709,0.0051274,-0.016796,0.019229,0.0065716,-0.021962,0.00062623,0.0052452,-0.0016808,-0.0018418,0.012857,-0.0026751,-0.020696,-0.0049924,0.019133,0.016909,-0.00061688,-0.009808,-0.0047234,-0.016325,-0.001092,0.019361,0.031369,0.0082586,-0.00087423,0.014776,-0.00042166,-0.0011653,-0.015287,0.014332,0.017871,-0.0061,0.018041,0.0013805,0.0023425,0.026036,-0.012231,-0.0085912,0.016821,-0.00055476,-0.0066418,-0.0086999,-0.0017846,0.0042057,0.017716,-0.010272,-0.0082743,-0.0065967,0.0049705,0.01894,0.011471,-0.00038423,0.024022
0.015689,0.76072,-0.0089384,-0.0026725,0.04326,-0.021093,0.019322,0.01727,-0.0027683,0.0043783,0.0064079,0.012909,0.011556,-0.014451,-0.013021,0.022309,0.016602,-0.014577,0.024408,0.0029096,0.00514,0.00017487,0.00041468,-0.028887,-0.0022353,-0.023297,0.037137,-0.025443,-0.0057392,-0.017573,-0.016765,0.02669,-0.017097,-0.0009203,0.046845,-0.0027728,-0.0068248,-0.010439,-0.015837,0.012578,0.032808,0.0026638,0.0033214,0.019428,-0.0092475,-0.0064057,0.0082705,-0.024596,0.030013,0.014099,-0.025087,0.0064418,0.0091104,0.01004,0.011107,-0.00025055,-0.00026794,-0.012945,0.007856,-0.020481,0.021808,0.037836,0.021816,-0.0058533,-0.0080699,0.0015549,-0.035806,0.018455,0.032656,0.021124,0.0039185,0.020884,-0.029001,-0.0022468,-0.01492
-0.013591,-0.0089384,0.77813,-0.0093858,-0.012456,-0.010688,-0.0056193,0.009299,0.022727,0.0061027,-0.0050909,0.014283,-0.013152,0.0084977,-0.029034,-0.0089931,-0.0023032,0.0054847,0.015566,0.0065692,0.0022762,0.003237,0.011479,0.0083438,0.012251,-0.0032918,0.0027142,-0.030208,0.028707,0.0082204,0.0097743,0.0056228,0.011368,-0.013152,0.0052164,0.010473,0.0095332,0.014466,0.016432,-0.026898,0.001067,0.0084838,0.0010905,-0.0051038,-0.01718,-0.015287,0.01295,0.0045889,0.051419,0.020854,-0.018583,-0.023837,0.012539,-0.014083,0.033055,0.0014464,-0.02249,-0.0020799,0.020775,-0.00094065,0.0065354,-0.0018591,0.025279,0.021218,-0.0023715,0.00076582,0.0070818,0.018095,0.0043899,-0.013555,-0.010389,-0.008093,0.022617,0.030595,0.019675
-0.020534,-0.0026725,-0.0093858,0.72482,0.0089563,0.027186,0.003519,-0.011219,-0.014903,0.036436,-0.011682,0.017183,0.017032,0.0045199,-0.009591,0.014601,-0.0021415,-0.023407,0.027689,0.01759,0.020942,-0.011135,0.052754,-0.0051814,0.0024048,0.0053501,0.010834,0.011303,-0.014297,0.013909,-0.0077612,0.032816,-0.0059303,-0.00042758,-0.0073395,-0.019918,-0.0039417,0.013024,0.011733,-0.014439,0.016703,0.0031937,0.027686,-0.007641,-0.0088433,0.014054,0.02473,0.023049,-0.023528,-0.0063864,0.010861,-0.0024949,-0.022947,0.023408,-0.015872,-0.0014839,0.014836,0.018654,0.009785,-0.017884,-0.0029619,0.022649,-0.030281,0.014954,0.017663,-0.0093189,0.01246,0.018425,0.01196,-0.0048745,0.024493,-0.01296,0.0056824,0.0019929,0.0063574
0.014685,0.04326,-0.012456,0.0089563,0.76075,0.010188,-0.016004,-0.010519,0.015275,0.0023939,0.026042,0.01187,-0.024979,0.027977,-0.0013584,0.0024046,-0.02427,-0.0021639,-0.010916,0.00055699,0.0090988,-0.006329,0.005427,-0.012397,-0.020891,0.036359,0.01997,0.0086582,0.040415,0.028996,-0.0020013,0.012691,-0.00078381,0.034302,-0.018698,0.00057067,0.0052763,0.025657,0.012548,-0.024092,0.04183,-0.0032861,-0.015589,-0.020026,-0.0082342,-0.01588,-0.011249,0.009948,-0.0068568,0.015589,0.009311,-0.012633,-0.019056,-0.01293,-0.012932,0.0069555,-0.024442,-0.0091645,-0.011971,0.0081721,-0.01152,0.0032062,0.023675,0.031453,0.032163,-0.018313,0.02228,-0.023938,0.020771,0.02266,-0.015147,-0.013143,0.0078793,0.0124,-0.0021496
0.0030294,-0.021093,-0.010688,0.027186,0.010188,0.75508,0.013605,0.023738,0.0082259,0.00095033,0.0085906,-0.0069264,0.033417,-0.0035893,-0.0057677,0.016331,-0.0028106,0.021853,0.024957,-0.0039851,-0.00033452,0.018222,-0.0085539,0.0028389,0.027301,0.0030917,0.027275,-0.0054917,-0.011208,0.0077108,0.0006624,-0.001339,0.007641,0.040123,-0.0061849,-0.017712,0.017392,0.022714,-0.01148,-0.021513,-0.017801,0.020131,0.0081127,0.0010896,0.036302,0.026404,0.020595,-0.026399,0.015329,-0.011336,-0.0015521,0.0028329,-0.016986,0.0012305,-0.028623,-0.031339,-0.011753,-0.0027806,-0.012082,-0.03021,0.0019475,-0.037353,0.0012964,0.036635,0.010021,-0.0086657,0.0092699,0.0020289,-0.015461,0.020928,0.0091206,0.010174,-0.017221,-0.0012887,0.0035184
-0.01101,0.019322,-0.0056193,0.003519,-0.016004,0.013605,0.77062,-0.0012025,-0.027106,0.01382,-0.0071821,-0.009103,0.024036,0.0061816,0.0043822,-0.010577,0.00010532,0.00096783,-0.028414,0.038723,0.024475,0.0034199,0.01008,0.0029268,0.028333,0.014948,0.042233,0.048719,-0.031077,0.0025166,-0.00038177,-0.00033328,0.017715,0.041231,0.0052683,-0.0065041,0.0027061,-0.0037895,-0.0033024,0.0048705,0.0091791,0.013402,-0.0060796,0.0088466,0.0026638,-0.0090572,0.0069915,-0.0043174,-0.0075652,0.0086597,-0.012474,-0.0095777,0.036718,-0.021105,-0.012091,-0.006123,-0.0077652,0.031047,-0.017984,0.010378,-0.0086025,0.0059376,0.016582,-0.0083,-0.020021,0.0066595,-0.011217,0.0048349,0.021089,0.0032873,-0.016029,-0.0091964,0.0035215,0.0011918,0.0064508
0.017339,0.01727,0.009299,-0.011219,-0.010519,0.023738,-0.0012025,0.76728,-0.014648,-0.012038,0.0095944,0.0074686,-0.008593,-0.028806,-0.016617,-0.016893,0.0080589,-0.0024663,0.0056649,0.044964,-0.0015308,0.019228,0.018941,0.0066537,0.044488,0.025595,0.0083823,0.0003596,0.026127,-0.0059392,0.027198,0.0072589,0.007215,0.019857,-0.026705,0.03581,0.020857,-0.0020267,0.029832,-0.0015198,0.015126,-0.016201,0.0022404,-0.018263,-0.01753,-0.0027504,0.011429,-0.0081889,-0.0070914,0.013179,0.010254,0.020721,0.0055306,-0.003176,-0.0041629,0.039198,0.03874,-0.0055445,0.017041,-0.013803,-0.011523,-0.0028998,-0.017251,-0.014484,-0.002067,0.024419,0.017663,-0.004438,-0.040542,-0.0041631,0.00030751,0.015981,-0.0062666,-0.032872,-0.030917
-0.011291,-0.0027683,0.022727,-0.014903,0.015275,0.0082259,-0.027106,-0.014648,0.75827,0.017166,0.016037,-0.027382,0.018851,-0.030085,0.016422,-0.00080333,0.0058521,0.00097397,-0.011359,0.0060836,0.030002,0.0059683,0.0025639,-0.00043323,0.026615,-0.0073269,0.021621,-0.0033436,0.0071522,0.012236,0.0076527,0.01438,-0.0041809,0.025711,0.0014572,0.018324,0.020158,0.017079,0.017536,0.0090779,-0.037498,0.016063,0.015605,0.043587,0.00044374,0.0020946,0.0041748,0.016939,-0.026996,0.01746,-0.020723,-0.0051049,-0.00038943,0.0045924,-0.0070301,-0.021435,0.012654,-0.021351,0.0040535,0.01669,0.010738,-0.015862,0.017607,-0.04182,-0.022055,-0.0050374,-0.0073494,0.019506,0.0089272,-0.0094421,0.037476,0.020412,-0.01219,-0.0129,-0.0029786
0.0025511,0.0043783,0.0061027,0.036436,0.0023939,0.00095033,0.01382,-0.012038,0.017166,0.78077,0.01867,-0.036014,0.0032197,-0.0046659,-0.020931,0.020161,-0.013228,0.0081931,0.0024317,0.004221,0.020272,0.0039193,0.0095254,-0.027461,-0.0020842,-0.0045021,0.016891,-0.012694,0.017465,0.015794,0.025619,-0.0043412,0.022976,0.0091916,0.0076556,-0.0091484,0.0027381,0.00041726,-0.0088195,0.027507,-0.041372,0.0034822,-0.010742,-0.013716,0.023638,0.00053411,0.0022393,0.012101,0.0048688,0.0080911,-0.012782,0.0085496,-0.02629,-0.0036433,0.0087548,0.0084867,0.029756,-0.0074146,0.029928,-0.0069927,-0.023969,-0.015574,-0.012961,0.029929,0.021826,0.013969,0.02822,-3.0229e-05,-0.0099541,-0.023066,0.022721,0.002283,-0.0023482,-0.026406,0.019435
