0.98138,0.58913,0.84461,0.53285,0.66888,0.421,0.85334,0.22207,0.66631,0.91195,0.1938,0.95879,0.13535,0.93897,0.11421,0.81959,0.20619,0.69952,0.67643,0.88806
0.89958,0.74527,0.35231,0.010509,0.074247,0.78462,0.72802,0.76004,0.098962,0.60148,0.49043,0.14445,0.98305,0.922,0.13068,0.8039,0.78737,0.48255,0.24695,0.11223
0.84567,0.3197,0.96189,0.90148,0.58515,0.95059,0.39581,0.0073566,0.12803,0.13151,0.060918,0.0078647,0.99405,0.05901,0.082009,0.30558,0.27519,0.52721,0.70572,0.86118
0.6492,0.7304,0.17253,0.065324,0.48751,0.44608,0.067624,0.14083,0.43734,0.016643,0.22291,0.63059,0.76246,0.44957,0.9142,0.35336,0.49925,0.94761,0.12841,0.20238
0.68375,0.63082,0.38925,0.30659,0.22391,0.098413,0.16518,0.037994,0.78307,0.73946,0.027078,0.85489,0.35296,0.45157,0.69416,0.42864,0.14181,0.62478,0.075309,0.43755
0.46173,0.90057,0.80782,0.90631,0.91228,0.94423,0.98771,0.6723,0.26755,0.043915,0.46351,0.6051,0.71501,0.61649,0.5405,0.82566,0.47623,0.89486,0.53843,0.98966
0.83119,0.41532,0.30784,0.039897,0.026215,0.8862,0.24066,0.27223,0.33005,0.22935,0.74455,0.22801,0.78193,0.19585,0.60178,0.6592,0.96815,0.88948,0.6781,0.66243
0.62008,0.28646,0.079144,0.6861,0.40248,0.461,0.93263,0.6449,0.92008,0.17399,0.76526,0.96636,0.82705,0.82326,0.2087,0.16166,0.25874,0.51886,0.69572,0.18907
0.88254,0.943,0.83751,0.26861,0.90511,0.48648,0.10467,0.17117,0.48154,0.4852,0.49774,0.63026,0.53768,0.57474,0.89749,0.83281,0.46058,0.046157,0.090347,0.98014
0.062888,0.3272,0.653,0.17616,0.15101,0.66403,0.95345,0.27328,0.20897,0.72451,0.90576,0.19527,0.18397,0.6053,0.56068,0.87309,0.65926,0.26426,0.33746,0.55045
0.6573,0.99722,0.94859,0.7107,0.33317,0.91201,0.026646,0.026357,0.87955,0.55421,0.71233,0.68005,0.26914,0.15371,0.51007,0.12639,0.41998,0.90394,0.8164,0.44611
0.96542,0.97233,0.21697,0.39009,0.43854,0.50747,0.69249,0.89986,0.62543,0.23375,0.13036,0.15187,0.54358,0.4309,0.11145,0.10341,0.32871,0.35312,0.60919,0.68418
0.084389,0.75712,0.59603,0.39392,0.024385,0.74774,0.26316,0.072355,0.41222,0.28088,0.06826,0.093031,0.64972,0.32621,0.93488,0.69144,0.83923,0.32159,0.20212,0.51482
0.16239,0.15618,0.079073,0.54941,0.20587,0.19308,0.20529,0.089251,0.95042,0.087385,0.37629,0.39328,0.58504,0.70531,0.087237,0.056245,0.52786,0.8556,0.93098,0.75852
0.65119,0.81237,0.83131,0.49197,0.97986,0.73676,0.91327,0.50911,0.92411,0.9093,0.33373,0.067869,0.68594,0.94622,0.18151,0.38054,0.9632,0.52907,0.16112,0.71937
0.24087,0.97823,0.73828,0.57765,0.11192,0.53645,0.29021,0.16111,0.95949,0.39127,0.55899,0.76852,0.80772,0.47492,0.60805,0.27778,0.97361,0.076839,0.33174,0.6468
0.75376,0.4008,0.3609,0.47999,0.54382,0.13442,0.26564,0.20755,0.31661,0.89802,0.10956,0.22421,0.60186,0.5306,0.090549,0.46972,0.10936,0.9973,0.00035252,0.088028
0.28275,0.11045,0.16279,0.12753,0.55862,0.53054,0.50657,0.5936,0.51022,0.74169,0.95859,0.91019,0.98575,0.18403,0.19279,0.95058,0.63745,0.15786,0.95169,0.58807
0.40964,0.55069,0.85887,0.8156,0.56528,0.6102,0.58119,0.0023553,0.058147,0.95823,0.10184,0.22015,0.19902,0.96922,0.055122,0.50338,0.84194,0.3394,0.49302,0.2852
0.47748,0.63754,0.031346,0.030994,0.90466,0.45435,0.029192,0.68567,0.62092,0.82077,0.37623,0.53376,0.85959,0.55616,0.85374,0.69933,0.81252,0.18357,0.97809,0.28956
0.017427,0.79106,0.48994,0.23744,0.36489,0.31275,0.061755,0.4442,0.25947,0.31906,0.0057373,0.34356,0.41603,0.99221,0.80957,0.788,0.47388,0.95774,0.54537,0.45894
0.69157,0.05839,0.21696,0.24924,0.92653,0.4977,0.99548,0.11241,0.31275,0.12998,0.20276,0.49762,0.39084,0.38675,0.77532,0.1379,0.24003,0.9189,0.65267,0.051249
0.57065,0.36828,0.26309,0.89713,0.41719,0.56089,0.6043,0.92911,0.091131,0.77721,0.83487,0.27747,0.44006,0.013103,0.46679,0.31693,0.11285,0.93532,0.28356,0.065137
