0.93549,0.02573,3.789e-05,0.0064227,0.0295,3.2968e-08,7.9697e-08,5.6635e-11,1.9703e-05,2.949e-07
0.010885,0.94572,0.0034539,0.0065609,0.030086,3.3717e-08,8.1507e-08,5.7932e-11,2.014e-05,3.0153e-07
1.603e-05,0.0034539,0.79137,9.6717e-06,7.5412e-05,2.396e-11,5.7932e-11,3.4763e-14,2.127e-08,2.6503e-10
0.010869,0.026243,3.8687e-05,0.92234,0.030006,3.1434e-05,7.595e-05,7.9737e-08,0.0073652,0.00016694
0.20547,0.49532,0.0012416,0.1235,0.11858,1.8673e-06,4.5129e-06,3.9667e-09,0.00065621,1.255e-05
3.2968e-08,7.9697e-08,5.6635e-11,1.8575e-05,2.6809e-07,0.93498,0.02449,3.5728e-05,0.0061132,0.031479
3.3717e-08,8.1507e-08,5.7932e-11,1.8988e-05,2.7411e-07,0.010361,0.94446,0.0034517,0.0062448,0.032106
2.396e-11,5.7932e-11,3.4763e-14,1.9934e-08,2.4094e-10,1.5115e-05,0.0034517,0.79137,9.12e-06,7.8999e-05
3.3342e-05,8.0559e-05,8.5078e-08,0.0073652,0.00015943,0.010345,0.024979,3.648e-05,0.92203,0.032023
1.8673e-06,4.5129e-06,3.9667e-09,0.00062466,1.1409e-05,0.19932,0.48053,0.0011824,0.11982,0.14051
