0.65226,0.003222,0.008899,0.0096121,-0.0079993,0.022187,0.021277,-0.021078,0.021619,0.042769,0.059182,-0.0079875,-0.0067165,-0.0070475,-0.020715,0.004128,0.0095677,0.026648,0.026703,-0.0015618,0.039002,0.040851,-0.016336,0.01917,0.025861
0.003222,0.62583,-0.013281,-0.007055,0.014846,0.0092032,0.021815,0.0032492,0.0010775,0.014625,-0.037644,0.045461,0.027365,0.012792,0.023889,0.045485,-0.015495,0.06286,0.047455,0.024171,0.0063669,0.045761,0.020102,0.0088189,0.019487
0.008899,-0.013281,0.65639,0.011752,0.013164,0.034402,0.0093029,-0.0053288,0.022172,0.022522,0.056248,-0.021684,0.036122,-0.023825,0.030269,0.015189,-0.012606,0.030111,0.038306,0.0095803,0.018479,-0.035164,0.0076037,0.032153,0.037937
0.0096121,-0.007055,0.011752,0.66388,0.02625,0.017842,0.0042358,-0.032951,0.019371,0.01722,0.009892,0.01847,0.046634,0.02672,-0.023796,-0.00058754,0.021105,0.0071732,0.018468,0.030311,0.050457,0.0097799,0.044211,-0.001936,0.0050792
-0.0079993,0.014846,0.013164,0.02625,0.68646,0.008485,0.043009,0.046206,0.0071144,-0.0095402,0.015868,0.015399,0.0089755,-0.016363,-0.00018735,0.017575,0.026838,-0.006841,0.039088,-0.0073064,0.010201,0.018124,0.045357,0.014277,0.027387
0.022187,0.0092032,0.034402,0.017842,0.008485,0.63563,0.015663,0.028871,-0.0093219,0.037846,0.037807,-0.013361,0.012614,0.046721,0.022073,-0.029535,0.033629,0.005263,0.042427,0.0079502,0.041287,-0.0043309,-0.037575,0.030348,0.041603
0.021277,0.021815,0.0093029,0.0042358,0.043009,0.015663,0.69648,0.012881,0.00012159,0.014563,0.0079844,0.029958,0.012651,0.020952,-0.031822,0.025441,0.037248,0.04849,0.028973,0.00054121,-0.0073673,0.01287,-0.010757,0.030197,-0.003251
-0.021078,0.0032492,-0.0053288,-0.032951,0.046206,0.028871,0.012881,0.66228,-0.026762,0.022779,0.041795,0.047516,0.027967,0.03749,0.012317,0.011392,0.0083523,-0.010911,0.014949,0.024855,-0.026323,0.019977,-0.010491,0.036505,0.0089709
0.021619,0.0010775,0.022172,0.019371,0.0071144,-0.0093219,0.00012159,-0.026762,0.67064,0.024509,0.0011009,-0.029991,-0.0034342,0.00089583,0.008558,0.0013417,0.026257,0.017561,0.019425,0.075628,0.064721,0.027836,0.04241,0.0089425,-0.0032292
0.042769,0.014625,0.022522,0.01722,-0.0095402,0.037846,0.014563,0.022779,0.024509,0.63212,0.01394,0.010615,0.036154,0.015691,0.0064466,-0.0026879,0.0012047,0.0062552,0.022672,0.055147,-0.018222,-0.016032,0.023009,0.060206,-0.033287
0.059182,-0.037644,0.056248,0.009892,0.015868,0.037807,0.0079844,0.041795,0.0011009,0.01394,0.6901,0.0054311,-0.030754,0.02744,0.013951,0.0071305,0.0021726,0.010762,0.028546,-0.014102,-0.016343,-0.0083048,0.02286,0.031887,0.050818
-0.0079875,0.045461,-0.021684,0.01847,0.015399,-0.013361,0.029958,0.047516,-0.029991,0.010615,0.0054311,0.63512,0.0085246,0.0064522,0.043036,0.0098925,0.0011907,0.0053847,0.00024175,0.013631,-0.0040848,0.036857,0.029608,0.033331,0.017923
-0.0067165,0.027365,0.036122,0.046634,0.0089755,0.012614,0.012651,0.027967,-0.0034342,0.036154,-0.030754,0.0085246,0.67197,0.015874,0.0075104,0.032797,-0.0069414,0.036696,0.030047,0.020148,0.033486,-0.0043656,0.013509,-0.0081025,-0.0048226
-0.0070475,0.012792,-0.023825,0.02672,-0.016363,0.046721,0.020952,0.03749,0.00089583,0.015691,0.02744,0.0064522,0.015874,0.60417,0.035499,0.020182,0.023663,-0.0061067,-0.0032807,0.0032746,0.0012277,0.011052,0.028202,0.026688,0.0098884
-0.020715,0.023889,0.030269,-0.023796,-0.00018735,0.022073,-0.031822,0.012317,0.008558,0.0064466,0.013951,0.043036,0.0075104,0.035499,0.68806,0.042273,0.037716,0.0058849,0.0032719,-0.0098223,0.011049,0.030585,0.051861,0.024529,0.030125
